url,synopsis,headers
/sports/m-footbl/2007-08/bios/forney_jordan00.html,0,"{""Position:"": ""WR"", ""Year:"": ""Sophomore"", ""Height:"": ""6-4"", ""Years at Yale:"": ""**"", ""Hometown:"": ""Bloomington, IN"", ""Weight:"": ""215"", ""High School:"": ""Bloomington"", ""name"": ""Jordan Forney""}"
/sports/m-footbl/2007-08/bios/fuccillo_joe00.html,0,"{""Position:"": ""FB"", ""Year:"": ""Senior"", ""Height:"": ""5-10"", ""Years at Yale:"": ""***"", ""Hometown:"": ""Rockville, MD"", ""Weight:"": ""230"", ""High School:"": ""Georgetown Prep"", ""name"": ""Joe Fuccillo""}"
/sports/m-footbl/2007-08/bios/galvez_ricky00.html,0,"{""Position:"": ""RB"", ""Year:"": ""Junior"", ""Height:"": ""5-7"", ""Years at Yale:"": ""**"", ""Hometown:"": ""Los Angeles, CA"", ""Weight:"": ""171"", ""High School:"": ""Cathedral"", ""name"": ""Ricky Galvez""}"
/sports/m-footbl/2007-08/bios/gerald_casey00.html,0,"{""Position:"": ""DB"", ""Year:"": ""Senior"", ""Height:"": ""5-11"", ""Years at Yale:"": ""***"", ""Hometown:"": ""Dallas, TX"", ""Weight:"": ""171"", ""High School:"": ""South Oak Cliff"", ""name"": ""Casey Gerald""}"
/sports/m-footbl/2007-08/bios/golubiewski_alex00.html,0,"{""Position:"": ""OL"", ""Year:"": ""Sophomore"", ""Height:"": ""6-6"", ""Years at Yale:"": ""*"", ""Hometown:"": ""Green Bay, WI"", ""Weight:"": ""280"", ""High School:"": ""Notre Dame Academy"", ""name"": ""Alex Golubiewski""}"
/sports/m-footbl/2007-08/bios/gresham_louis00.html,0,"{""Position:"": ""OL"", ""Year:"": ""Senior"", ""Height:"": ""6-6"", ""Years at Yale:"": ""*"", ""Hometown:"": ""Alexandria, VA"", ""Weight:"": ""273"", ""High School:"": ""St. Stephens & St. Agnes"", ""name"": ""Louis Gresham""}"
/sports/m-basebl/2013-14/bios/ford_chasen_17kv,0,"{""Position:"": ""RHP"", ""Year:"": ""Fr."", ""Height:"": ""6-3"", ""Major:"": ""Environmental engineering"", ""Hometown:"": ""Lake Forest, Calif."", ""Bats/Throws:"": ""R/R"", ""Weight:"": ""215"", ""High School:"": ""El Toro"", ""name"": ""Chasen Ford""}"
/sports/m-basebl/2009-10/bios/tobolowsky_zach00.html,0,"{""Position:"": ""2B/OF"", ""Height:"": ""5-9"", ""Year:"": ""Sophomore"", ""Birth Date:"": ""10/03/1989"", ""Hometown:"": ""Dallas, Texas"", ""Bats/Throws:"": ""R/R"", ""Weight:"": ""175"", ""High School:"": ""Greenhill School"", ""name"": ""Zach Tobolowsky""}"
/sports/m-footbl/2007-08/bios/haase_a.j.00.html,0,"{""Position:"": ""TE"", ""Year:"": ""Junior"", ""Height:"": ""6-4"", ""Previous College:"": ""Iowa State"", ""Years at Yale:"": ""***"", ""Hometown:"": ""Bonne Terre, MO"", ""Weight:"": ""236"", ""High School:"": ""North County"", ""name"": ""A.J. Haase""}"
/sports/m-footbl/2007-08/bios/hairgrove_landon00.html,0,"{""Position:"": ""OL"", ""Year:"": ""Senior"", ""Height:"": ""6-3"", ""Years at Yale:"": ""**"", ""Hometown:"": ""Colleyville, TX"", ""Weight:"": ""282"", ""High School:"": ""Grapevine"", ""name"": ""Landon Hairgrove""}"
/sports/m-footbl/2007-08/bios/hamilton_jared00.html,0,"{""Position:"": ""DL"", ""Year:"": ""Senior"", ""Height:"": ""6-3"", ""Years at Yale:"": ""***"", ""Hometown:"": ""Alpine, UT"", ""Weight:"": ""250"", ""High School:"": ""Lone Peak"", ""name"": ""Jared Hamilton""}"
/sports/m-footbl/2007-08/bios/handlon_tim00.html,0,"{""Position:"": ""LB"", ""Height:"": ""6-2"", ""Year:"": ""Junior"", ""Years at Yale:"": ""*"", ""Birth Date:"": ""04/19/1988"", ""Hometown:"": ""Valparaiso, IN"", ""Weight:"": ""226"", ""High School:"": ""Valparaiso"", ""name"": ""Tim Handlon""}"
/sports/m-footbl/2007-08/bios/hart_brady00.html,0,"{""Position:"": ""DE"", ""Year:"": ""Senior"", ""Height:"": ""6-1"", ""Years at Yale:"": ""**"", ""Hometown:"": ""State College, PA"", ""Weight:"": ""224"", ""High School:"": ""State College"", ""name"": ""Brady Hart""}"
/sports/m-footbl/2007-08/bios/hart_brook00.html,0,"{""Position:"": ""QB"", ""Year:"": ""Sophomore"", ""Height:"": ""6-5"", ""Hometown:"": ""State College, PA"", ""Weight:"": ""220"", ""High School:"": ""State College"", ""name"": ""Brook Hart""}"
/sports/m-footbl/2007-08/bios/hathaway_joe00.html,0,"{""Position:"": ""DL"", ""Year:"": ""Senior"", ""Height:"": ""6-5"", ""Years at Yale:"": ""***"", ""Hometown:"": ""Clifton, NJ"", ""Weight:"": ""258"", ""High School:"": ""Clifton"", ""name"": ""Joe Hathaway""}"
/sports/m-footbl/2007-08/bios/hawari_kyle00.html,0,"{""Position:"": ""DL"", ""Year:"": ""Senior"", ""Height:"": ""6-5"", ""Years at Yale:"": ""***"", ""Hometown:"": ""Plano, TX"", ""Weight:"": ""235"", ""High School:"": ""Plano West"", ""name"": ""Kyle Hawari""}"
/sports/m-footbl/2007-08/bios/helmrich_josh00.html,0,"{""Position:"": ""P"", ""Year:"": ""Senior"", ""Height:"": ""5-9"", ""Years at Yale:"": ""*"", ""Hometown:"": ""Pittsburgh, PA"", ""Weight:"": ""195"", ""High School:"": ""Upper St. Clair"", ""name"": ""Josh Helmrich""}"
/sports/m-footbl/2007-08/bios/henry_travis00.html,0,"{""Position:"": ""DE"", ""Year:"": ""Junior"", ""Height:"": ""6-0"", ""Years at Yale:"": ""**"", ""Hometown:"": ""Lauderdale Lakes, FL"", ""Weight:"": ""200"", ""High School:"": ""Pine Crest School"", ""name"": ""Travis Henry""}"
/sports/m-crewlt/2010-11/bios/best_cameron_awua,0,"{""Hometown:"": ""Manchester, Me."", ""High School:"": ""Maranacook Community School"", ""Year:"": ""So."", ""name"": ""Cameron Best""}"
/sports/m-basebl/2013-14/bios/fortunato_kevin_fs6n,0,"{""Position:"": ""IF/RHP"", ""Year:"": ""Sr."", ""Height:"": ""6-4"", ""Major:"": ""Political science"", ""Residential College:"": ""Berkeley"", ""Hometown:"": ""Wall, N.J."", ""Bats/Throws:"": ""R/R"", ""Weight:"": ""230"", ""High School:"": ""Wall"", ""name"": ""Kevin Fortunato""}"
/sports/m-footbl/2007-08/bios/hollander_brandt00.html,0,"{""Position:"": ""DL"", ""Year:"": ""Senior"", ""Height:"": ""6-3"", ""Years at Yale:"": ""****"", ""Hometown:"": ""Indianapolis, IN"", ""Weight:"": ""285"", ""High School:"": ""North Central"", ""name"": ""Brandt Hollander""}"
/sports/m-footbl/2007-08/bios/jacques_matthew00.html,0,"{""Position:"": ""DB"", ""Year:"": ""Senior"", ""Height:"": ""6-1"", ""Years at Yale:"": ""*"", ""Hometown:"": ""Nashville, TN"", ""Weight:"": ""185"", ""High School:"": ""Montgomery Bell Academy"", ""name"": ""Matthew Jacques""}"
/sports/m-footbl/2007-08/bios/johnson_langston00.html,0,"{""Position:"": ""TE"", ""Year:"": ""Senior"", ""Height:"": ""6-2"", ""Years at Yale:"": ""***"", ""Hometown:"": ""Los Altos, CA"", ""Weight:"": ""235"", ""High School:"": ""Bellarmine College Prep"", ""name"": ""Langston Johnson""}"
/sports/m-footbl/2007-08/bios/jones_shane00.html,0,"{""Position:"": ""DL"", ""Year:"": ""Senior"", ""Height:"": ""6-3"", ""Years at Yale:"": ""*"", ""Hometown:"": ""Tullahoma, TN"", ""Weight:"": ""260"", ""High School:"": ""Tullahoma"", ""name"": ""Shane Jones""}"
/sports/m-footbl/2007-08/bios/kana_bryan00.html,0,"{""Position:"": ""OL"", ""Year:"": ""Senior"", ""Height:"": ""6-4"", ""Years at Yale:"": ""**"", ""Hometown:"": ""Bedford, NH"", ""Weight:"": ""285"", ""High School:"": ""Bishop Guertin"", ""name"": ""Bryan Kana""}"
/sports/m-footbl/2007-08/bios/kelleher_matt00.html,0,"{""Position:"": ""DL"", ""Year:"": ""Junior"", ""Height:"": ""6-4"", ""Hometown:"": ""Southington, CT"", ""Weight:"": ""245"", ""High School:"": ""Southington"", ""name"": ""Matt Kelleher""}"
/sports/m-footbl/2007-08/bios/kim_river00.html,0,"{""Position:"": ""PK"", ""Year:"": ""Sophomore"", ""Height:"": ""5-8"", ""Hometown:"": ""Kailua, HI"", ""Weight:"": ""170"", ""High School:"": ""Punahou"", ""name"": ""River Kim""}"
/sports/m-footbl/2007-08/bios/kimball_alan00.html,0,"{""Position:"": ""K/P"", ""Year:"": ""Senior"", ""Height:"": ""6-4"", ""Years at Yale:"": ""***"", ""Hometown:"": ""Olathe, KS"", ""Weight:"": ""224"", ""High School:"": ""Olathe East"", ""name"": ""Alan Kimball""}"
/sports/m-footbl/2007-08/bios/koury_jake00.html,0,"{""Position:"": ""OL"", ""Year:"": ""Sophomore"", ""Height:"": ""6-2"", ""Hometown:"": ""Dublin, OH"", ""Weight:"": ""280"", ""High School:"": ""Dublin-Coffman"", ""name"": ""Jake Koury""}"
/sports/m-crewlt/2010-11/bios/bloom_david_jkkk,0,"{""Hometown:"": ""Pittsford, N.Y."", ""High School:"": ""Pittsford Sutherland"", ""Year:"": ""So."", ""name"": ""David Bloom""}"
/sports/m-footbl/2007-08/bios/lathan_reid00.html,0,"{""Position:"": ""WR"", ""Year:"": ""Junior"", ""Height:"": ""6-0"", ""Years at Yale:"": ""**"", ""Hometown:"": ""Santa Barbara, CA"", ""Weight:"": ""185"", ""High School:"": ""Santa Barbara"", ""name"": ""Reid Lathan""}"
/sports/m-basebl/2013-14/bios/hanson_cale_xa5q,0,"{""Position:"": ""IF"", ""Year:"": ""Sr."", ""Height:"": ""5-11"", ""Major:"": ""Economics"", ""Residential College:"": ""Pierson"", ""Hometown:"": ""Katy, Texas"", ""Bats/Throws:"": ""R/R"", ""Weight:"": ""175"", ""High School:"": ""Loomis Chaffee"", ""name"": ""Cale Hanson""}"
/sports/m-footbl/2007-08/bios/liyana_andrew00.html,0,"{""Position:"": ""DB"", ""Year:"": ""Senior"", ""Height:"": ""5-11"", ""Years at Yale:"": ""**"", ""Hometown:"": ""Hendersonville, TN"", ""Weight:"": ""180"", ""High School:"": ""Hendersonville"", ""name"": ""Andrew Liyana""}"
/sports/m-footbl/2007-08/bios/macqueen_grant00.html,0,"{""Position:"": ""WR"", ""Year:"": ""Senior"", ""Height:"": ""6-3"", ""Years at Yale:"": ""**"", ""Hometown:"": ""Princeton Jct, NJ"", ""Weight:"": ""220"", ""High School:"": ""W. Windsor Plainsboro South"", ""name"": ""Grant MacQueen""}"
/sports/m-footbl/2007-08/bios/mante_tom00.html,0,"{""Position:"": ""K/P"", ""Year:"": ""Junior"", ""Height:"": ""6-1"", ""Years at Yale:"": ""***"", ""Hometown:"": ""Westford, MA"", ""Weight:"": ""200"", ""High School:"": ""Bishop Guertin"", ""name"": ""Tom Mante""}"
/sports/m-footbl/2007-08/bios/matias_sam00.html,0,"{""Position:"": ""WR"", ""Year:"": ""Senior"", ""Height:"": ""6-4"", ""Hometown:"": ""Valparaiso, IN"", ""Weight:"": ""230"", ""High School:"": ""Valparaiso"", ""name"": ""Sam Matias""}"
/sports/m-footbl/2007-08/bios/mccarthy_tom00.html,0,"{""Position:"": ""DL"", ""Year:"": ""Junior"", ""Height:"": ""6-6"", ""Years at Yale:"": ""*"", ""Hometown:"": ""Chester, NJ"", ""Weight:"": ""252"", ""High School:"": ""Delbarton"", ""name"": ""Tom McCarthy""}"
/sports/m-footbl/2007-08/bios/mcleod_mike00.html,0,"{""Position:"": ""RB"", ""Year:"": ""Senior"", ""Height:"": ""5-11"", ""Years at Yale:"": ""***"", ""Hometown:"": ""New Britain, CT"", ""Weight:"": ""205"", ""High School:"": ""New Britain"", ""name"": ""Mike McLeod""}"
/sports/m-footbl/2007-08/bios/messer_matt00.html,0,"{""Position:"": ""DE"", ""Year:"": ""Sophomore"", ""Height:"": ""6-4"", ""Hometown:"": ""Chesterfield, MO"", ""Weight:"": ""226"", ""High School:"": ""Lafayette"", ""name"": ""Matt Messer""}"
/sports/m-footbl/2007-08/bios/meyer_ben00.html,0,"{""Position:"": ""OL"", ""Year:"": ""Junior"", ""Height:"": ""6-4"", ""Hometown:"": ""Dallas, TX"", ""Weight:"": ""275"", ""High School:"": ""Warren T. White"", ""name"": ""Ben Meyer""}"
/sports/m-crewlt/2010-11/bios/bridgwater_matthew_5p4b,0,"{""Hometown:"": ""Tauranga, New Zealand"", ""High School:"": ""Tauranga Boys' College"", ""Year:"": ""Fr."", ""name"": ""Matthew Bridgwater""}"
/sports/m-footbl/2007-08/bios/miller_ben00.html,0,"{""Position:"": ""OL"", ""Year:"": ""Sophomore"", ""Height:"": ""6-3"", ""Hometown:"": ""Edina, MN"", ""Weight:"": ""255"", ""High School:"": ""Edina"", ""name"": ""Ben Miller""}"
/sports/m-footbl/2007-08/bios/monaco_jeff00.html,0,"{""Position:"": ""OL"", ""Year:"": ""Senior"", ""Height:"": ""6-4"", ""Years at Yale:"": ""***"", ""Hometown:"": ""McDonald, PA"", ""Weight:"": ""290"", ""High School:"": ""Canon-McMillan"", ""name"": ""Jeff Monaco""}"
/sports/m-basebl/2013-14/bios/herrera_andrew_6jvq,0,"{""Position:"": ""C"", ""Year:"": ""Fr."", ""Height:"": ""5-10"", ""Major:"": ""Undeclared"", ""Hometown:"": ""Allendale, N.J."", ""Bats/Throws:"": ""R/R"", ""Weight:"": ""180"", ""High School:"": ""Don Bosco Prep"", ""name"": ""Andrew Herrera""}"
/sports/m-footbl/2007-08/bios/money_adam00.html,0,"{""Position:"": ""DB"", ""Year:"": ""Sophomore"", ""Height:"": ""6-1"", ""Hometown:"": ""Whiteland, IN"", ""Weight:"": ""185"", ""High School:"": ""Whiteland Community"", ""name"": ""Adam Money""}"
/sports/m-footbl/2007-08/bios/monson_bryan00.html,0,"{""Position:"": ""OL"", ""Year:"": ""Sophomore"", ""Height:"": ""6-5"", ""Hometown:"": ""Geyserville, CA"", ""Weight:"": ""260"", ""High School:"": ""Cardinal Newman"", ""name"": ""Bryan Monson""}"
/sports/m-footbl/2007-08/bios/moran_patrick00.html,0,"{""Position:"": ""DL"", ""Year:"": ""Sophomore"", ""Height:"": ""6-5"", ""Hometown:"": ""Alexandria, VA"", ""Weight:"": ""295"", ""High School:"": ""Chopticon"", ""name"": ""Patrick Moran""}"
/sports/m-footbl/2007-08/bios/morse_stephen00.html,0,"{""Position:"": ""OL"", ""Year:"": ""Senior"", ""Height:"": ""6-3"", ""Years at Yale:"": ""***"", ""Hometown:"": ""Pittsburgh, PA"", ""Weight:"": ""313"", ""High School:"": ""Seton-LaSalle"", ""name"": ""Stephen Morse""}"
/sports/m-footbl/2007-08/bios/newton_max00.html,0,"{""Position:"": ""DE"", ""Year:"": ""Junior"", ""Height:"": ""6-1"", ""Years at Yale:"": ""*"", ""Hometown:"": ""Great Meadows, NJ"", ""Weight:"": ""225"", ""High School:"": ""Hackettstown"", ""name"": ""Max Newton""}"
/sports/m-footbl/2007-08/bios/oplinger_justin00.html,0,"{""Position:"": ""DE"", ""Year:"": ""Junior"", ""Height:"": ""6-3"", ""Years at Yale:"": ""*"", ""Hometown:"": ""Summit, NJ"", ""Weight:"": ""252"", ""High School:"": ""Pingry"", ""name"": ""Justin Oplinger""}"
/sports/m-footbl/2007-08/bios/pagliaro_john00.html,0,"{""Position:"": ""DB"", ""Year:"": ""Sophomore"", ""Height:"": ""6-1"", ""Hometown:"": ""Lutherville, MD"", ""Weight:"": ""210"", ""High School:"": ""Gilman"", ""name"": ""John Pagliaro""}"
/sports/m-crewlt/2010-11/bios/bridgwater_peter_nf7q,0,"{""Hometown:"": ""Tauranga, New Zealand"", ""High School:"": ""Tauranga Boys' College"", ""Year:"": ""Fr."", ""name"": ""Peter Bridgwater""}"
/sports/m-footbl/2007-08/bios/palmer_cory00.html,0,"{""Position:"": ""OL"", ""Year:"": ""Junior"", ""Height:"": ""6-6"", ""Years at Yale:"": ""*"", ""Hometown:"": ""Wooster, OH"", ""Weight:"": ""305"", ""High School:"": ""Wooster"", ""name"": ""Cory Palmer""}"
/sports/m-footbl/2007-08/bios/palumbo_jason00.html,0,"{""Position:"": ""LB"", ""Year:"": ""Senior"", ""Height:"": ""6-2"", ""Years at Yale:"": ""**"", ""Hometown:"": ""Solon, OH"", ""Weight:"": ""214"", ""High School:"": ""St. Ignatius"", ""name"": ""Jason Palumbo""}"
/sports/m-footbl/2007-08/bios/pappas_andrew00.html,0,"{""Position:"": ""LB"", ""Year:"": ""Sophomore"", ""Height:"": ""6-1"", ""Hometown:"": ""Kingsport, TN"", ""Weight:"": ""225"", ""High School:"": ""Dobyns-Bennett"", ""name"": ""Andrew Pappas""}"
/sports/m-basebl/2013-14/bios/hickey_david_64rr,0,"{""Position:"": ""LHP"", ""Year:"": ""Sr."", ""Height:"": ""6-4"", ""Major:"": ""History"", ""Residential College:"": ""Davenport"", ""Hometown:"": ""Darien, Conn."", ""Bats/Throws:"": ""L/L"", ""Weight:"": ""215"", ""High School:"": ""Darien"", ""name"": ""David Hickey""}"
/sports/m-footbl/2007-08/bios/pedersen_john00.html,0,"{""Position:"": ""OL"", ""Year:"": ""Sophomore"", ""Height:"": ""6-7"", ""Hometown:"": ""Great Falls, VA"", ""Weight:"": ""280"", ""High School:"": ""Langley"", ""name"": ""John Pedersen""}"
/sports/m-footbl/2007-08/bios/pelletier_jason00.html,0,"{""Position:"": ""DB"", ""Year:"": ""Sophomore"", ""Height:"": ""6-1"", ""Hometown:"": ""Suffern, NY"", ""Weight:"": ""185"", ""High School:"": ""Suffern"", ""name"": ""Jason Pelletier""}"
/sports/m-footbl/2007-08/bios/phelan_matt00.html,0,"{""Position:"": ""FB"", ""Year:"": ""Sophomore"", ""Height:"": ""6-2"", ""Hometown:"": ""Scottsdale, AZ"", ""Weight:"": ""225"", ""High School:"": ""Chaparral"", ""name"": ""Matt Phelan""}"
/sports/m-footbl/2007-08/bios/phillips_wes00.html,0,"{""Position:"": ""DB"", ""Year:"": ""Junior"", ""Height:"": ""5-10"", ""Hometown:"": ""Tulsa, OK"", ""Weight:"": ""165"", ""High School:"": ""Memorial"", ""name"": ""Wes Phillips""}"
/sports/m-footbl/2007-08/bios/pilkerton_jay00.html,0,"{""Position:"": ""LB"", ""Year:"": ""Senior"", ""Height:"": ""6-2"", ""Years at Yale:"": ""***"", ""Hometown:"": ""Nashville, TN"", ""Weight:"": ""221"", ""High School:"": ""Montgomery Bell Academy"", ""name"": ""Jay Pilkerton""}"
/sports/m-footbl/2007-08/bios/plummer_matt00.html,0,"{""Position:"": ""LB"", ""Year:"": ""Senior"", ""Height:"": ""6-3"", ""Years at Yale:"": ""*"", ""Hometown:"": ""Califon, NJ"", ""Weight:"": ""227"", ""High School:"": ""Voorhees"", ""name"": ""Matt Plummer""}"
/sports/m-crewlt/2010-11/bios/buttrick_michael_rvfw,0,"{""Hometown:"": ""Nantucket, Mass."", ""High School:"": ""St. Mark's"", ""Year:"": ""Sr."", ""name"": ""Michael Buttrick""}"
/sports/m-footbl/2007-08/bios/polhemus_matt00.html,0,"{""Position:"": ""QB"", ""Year:"": ""Senior"", ""Height:"": ""6-2"", ""Years at Yale:"": ""***"", ""Hometown:"": ""N. Chatham, MA"", ""Weight:"": ""215"", ""High School:"": ""Phillips Exeter (NH)"", ""name"": ""Matt Polhemus""}"
/sports/m-footbl/2007-08/bios/porter_kirk00.html,0,"{""Position:"": ""DL"", ""Year:"": ""Senior"", ""Height:"": ""6-3"", ""Years at Yale:"": ""***"", ""Hometown:"": ""Silver Spring, MD"", ""Weight:"": ""270"", ""High School:"": ""Georgetown Prep"", ""name"": ""Kirk Porter""}"
/sports/m-footbl/2007-08/bios/reising_jesse00.html,0,"{""Position:"": ""LB"", ""Year:"": ""Sophomore"", ""Height:"": ""6-3"", ""Hometown:"": ""Decatur, IL"", ""Weight:"": ""222"", ""High School:"": ""Eisenhower"", ""name"": ""Jesse Reising""}"
/sports/m-footbl/2007-08/bios/reynolds_rodney00.html,0,"{""Position:"": ""LB"", ""Year:"": ""Junior"", ""Height:"": ""6-0"", ""Hometown:"": ""Mt. Vernon, NY"", ""Weight:"": ""229"", ""High School:"": ""Rye Country Day School"", ""name"": ""Rodney Reynolds""}"
/sports/m-basebl/2013-14/bios/hoeschel_alec_dpgx,0,"{""Position:"": ""IF"", ""Year:"": ""Fr."", ""Height:"": ""6-3"", ""Major:"": ""Economics"", ""Hometown:"": ""Hockessin, Del."", ""Bats/Throws:"": ""L/R"", ""Weight:"": ""195"", ""High School:"": ""Charter School of Wilmington"", ""name"": ""Alec Hoeschel""}"
/sports/m-footbl/2007-08/bios/rice_paul00.html,0,"{""Position:"": ""DB"", ""Year:"": ""Junior"", ""Height:"": ""6-2"", ""Years at Yale:"": ""**"", ""Hometown:"": ""Cleveland Heights, OH"", ""Weight:"": ""240"", ""High School:"": ""University"", ""name"": ""Paul Rice""}"
/sports/m-footbl/2007-08/bios/richmond_jay00.html,0,"{""Position:"": ""DE"", ""Year:"": ""Senior"", ""Height:"": ""6-2"", ""Hometown:"": ""Monroe, CT"", ""Weight:"": ""235"", ""High School:"": ""Fairfield Prep"", ""name"": ""Jay Richmond""}"
/sports/m-footbl/2007-08/bios/ruwe_pat00.html,0,"{""Position:"": ""DE"", ""name"": ""Pat Ruwe"", ""Year:"": ""Sophomore"", ""Hometown:"": ""Branford, CT"", ""Weight:"": ""215"", ""High School:"": ""Hotchkiss School""}"
/sports/m-footbl/2007-08/bios/santoro_steven00.html,0,"{""Position:"": ""DB"", ""Year:"": ""Senior"", ""Height:"": ""6-0"", ""Years at Yale:"": ""**"", ""Hometown:"": ""Airmont, NY"", ""Weight:"": ""200"", ""High School:"": ""Suffern"", ""name"": ""Steven Santoro""}"
/sports/m-footbl/2007-08/bios/sato_adam00.html,0,"{""Position:"": ""OL"", ""Year:"": ""Senior"", ""Height:"": ""6-1"", ""Hometown:"": ""Saratoga, CA"", ""Weight:"": ""280"", ""High School:"": ""Saratoga"", ""name"": ""Adam Sato""}"
